Report Date,Borough,Community District,Case Type,Cases,Individuals
02/28/2022,Manhattan,10,All Case Types,559,981
02/28/2022,Manhattan,11,All Case Types,620,1005
02/28/2022,Manhattan,12,All Case Types,329,547
02/28/2022,Manhattan,Unknown CD,All Case Types,2865,3357
02/28/2022,Queens,1,All Case Types,427,550
02/28/2022,Queens,2,All Case Types,187,248
02/28/2022,Queens,3,All Case Types,124,228
02/28/2022,Queens,4,All Case Types,99,165
02/28/2022,Queens,5,All Case Types,120,198
02/28/2022,Queens,6,All Case Types,30,52
02/28/2022,Queens,7,All Case Types,97,170
02/28/2022,Queens,8,All Case Types,111,160
02/28/2022,Queens,9,All Case Types,139,252
02/28/2022,Queens,10,All Case Types,107,178
02/28/2022,Queens,11,All Case Types,13,20
02/28/2022,Queens,12,All Case Types,679,1210
02/28/2022,Queens,13,All Case Types,278,430
02/28/2022,Queens,14,All Case Types,389,697
02/28/2022,Queens,Unknown CD,All Case Types,862,1418
02/28/2022,Staten Island,1,All Case Types,276,496
02/28/2022,Staten Island,2,All Case Types,44,74
02/28/2022,Staten Island,3,All Case Types,29,48
02/28/2022,Staten Island,Unknown CD,All Case Types,64,113
03/31/2022,Bronx,1,All Case Types,709,1454
03/31/2022,Bronx,2,All Case Types,377,781
03/31/2022,Bronx,3,All Case Types,673,1502
03/31/2022,Bronx,4,All Case Types,725,1556
03/31/2022,Bronx,5,All Case Types,659,1320
03/31/2022,Bronx,6,All Case Types,587,1201
03/31/2022,Bronx,7,All Case Types,456,885
03/31/2022,Bronx,8,All Case Types,136,249
03/31/2022,Bronx,9,All Case Types,628,1272
03/31/2022,Bronx,10,All Case Types,179,345
03/31/2022,Bronx,11,All Case Types,272,521
03/31/2022,Bronx,12,All Case Types,632,1259
03/31/2022,Bronx,Unknown CD,All Case Types,1670,2826
03/31/2022,Brooklyn,1,All Case Types,202,343
03/31/2022,Brooklyn,2,All Case Types,192,309
03/31/2022,Brooklyn,3,All Case Types,670,1138
03/31/2022,Brooklyn,4,All Case Types,272,484
03/31/2022,Brooklyn,5,All Case Types,819,1511
03/31/2022,Brooklyn,6,All Case Types,137,286
03/31/2022,Brooklyn,7,All Case Types,87,186
03/31/2022,Brooklyn,8,All Case Types,358,598
03/31/2022,Brooklyn,9,All Case Types,277,434
03/31/2022,Brooklyn,10,All Case Types,56,85
03/31/2022,Brooklyn,11,All Case Types,77,149
03/31/2022,Brooklyn,12,All Case Types,64,95
03/31/2022,Brooklyn,13,All Case Types,205,397
03/31/2022,Brooklyn,14,All Case Types,229,384
03/31/2022,Brooklyn,15,All Case Types,68,130
03/31/2022,Brooklyn,16,All Case Types,585,1073
03/31/2022,Brooklyn,17,All Case Types,519,916
03/31/2022,Brooklyn,18,All Case Types,317,564
03/31/2022,Brooklyn,Unknown CD,All Case Types,1389,2118
03/31/2022,Manhattan,1,All Case Types,286,642
03/31/2022,Manhattan,2,All Case Types,22,24
03/31/2022,Manhattan,3,All Case Types,298,484
03/31/2022,Manhattan,4,All Case Types,207,254
03/31/2022,Manhattan,5,All Case Types,101,140
03/31/2022,Manhattan,6,All Case Types,92,105
03/31/2022,Manhattan,7,All Case Types,204,328
03/31/2022,Manhattan,8,All Case Types,39,65
03/31/2022,Manhattan,9,All Case Types,247,403
03/31/2022,Manhattan,10,All Case Types,543,944
03/31/2022,Manhattan,11,All Case Types,602,982
03/31/2022,Manhattan,12,All Case Types,318,549
03/31/2022,Manhattan,Unknown CD,All Case Types,2895,3389
03/31/2022,Queens,1,All Case Types,414,524
03/31/2022,Queens,2,All Case Types,178,232
03/31/2022,Queens,3,All Case Types,122,232
03/31/2022,Queens,4,All Case Types,100,160
03/31/2022,Queens,5,All Case Types,120,207
03/31/2022,Queens,6,All Case Types,29,55
03/31/2022,Queens,7,All Case Types,93,164
03/31/2022,Queens,8,All Case Types,117,173
03/31/2022,Queens,9,All Case Types,144,255
03/31/2022,Queens,10,All Case Types,99,171
03/31/2022,Queens,11,All Case Types,11,18
03/31/2022,Queens,12,All Case Types,654,1137
03/31/2022,Queens,13,All Case Types,273,409
03/31/2022,Queens,14,All Case Types,368,674
03/31/2022,Queens,Unknown CD,All Case Types,849,1436
03/31/2022,Staten Island,1,All Case Types,285,530
03/31/2022,Staten Island,2,All Case Types,43,75
03/31/2022,Staten Island,3,All Case Types,26,44
03/31/2022,Staten Island,Unknown CD,All Case Types,65,109
04/30/2022,Bronx,1,All Case Types,689,1426
04/30/2022,Bronx,2,All Case Types,378,781
04/30/2022,Bronx,3,All Case Types,658,1460
04/30/2022,Bronx,4,All Case Types,734,1602
04/30/2022,Bronx,5,All Case Types,664,1319
04/30/2022,Bronx,6,All Case Types,583,1201
04/30/2022,Bronx,7,All Case Types,458,885
04/30/2022,Bronx,8,All Case Types,140,256
04/30/2022,Bronx,9,All Case Types,613,1252
04/30/2022,Bronx,10,All Case Types,171,329
04/30/2022,Bronx,11,All Case Types,282,540
04/30/2022,Bronx,12,All Case Types,636,1271
04/30/2022,Bronx,Unknown CD,All Case Types,1671,2832
04/30/2022,Brooklyn,1,All Case Types,199,347
04/30/2022,Brooklyn,2,All Case Types,184,296
04/30/2022,Brooklyn,3,All Case Types,660,1130
04/30/2022,Brooklyn,4,All Case Types,276,493
04/30/2022,Brooklyn,5,All Case Types,809,1483
04/30/2022,Brooklyn,6,All Case Types,134,282
04/30/2022,Brooklyn,7,All Case Types,95,198
04/30/2022,Brooklyn,8,All Case Types,350,586
04/30/2022,Brooklyn,9,All Case Types,279,443
04/30/2022,Brooklyn,10,All Case Types,54,82
04/30/2022,Brooklyn,11,All Case Types,74,143
04/30/2022,Brooklyn,12,All Case Types,63,99
04/30/2022,Brooklyn,13,All Case Types,205,389
04/30/2022,Brooklyn,14,All Case Types,220,367
04/30/2022,Brooklyn,15,All Case Types,68,121
04/30/2022,Brooklyn,16,All Case Types,584,1098
04/30/2022,Brooklyn,17,All Case Types,520,925
04/30/2022,Brooklyn,18,All Case Types,310,554
04/30/2022,Brooklyn,Unknown CD,All Case Types,1371,2087
04/30/2022,Manhattan,1,All Case Types,271,616
04/30/2022,Manhattan,2,All Case Types,22,27
04/30/2022,Manhattan,3,All Case Types,299,489
04/30/2022,Manhattan,4,All Case Types,215,255
04/30/2022,Manhattan,5,All Case Types,93,132
04/30/2022,Manhattan,6,All Case Types,89,102
04/30/2022,Manhattan,7,All Case Types,200,320
04/30/2022,Manhattan,8,All Case Types,39,63
04/30/2022,Manhattan,9,All Case Types,252,402
04/30/2022,Manhattan,10,All Case Types,541,949
04/30/2022,Manhattan,11,All Case Types,584,960
04/30/2022,Manhattan,12,All Case Types,311,546
04/30/2022,Manhattan,Unknown CD,All Case Types,2862,3375
04/30/2022,Queens,1,All Case Types,397,519
04/30/2022,Queens,2,All Case Types,170,228
04/30/2022,Queens,3,All Case Types,122,238
04/30/2022,Queens,4,All Case Types,102,163
04/30/2022,Queens,5,All Case Types,125,212
04/30/2022,Queens,6,All Case Types,30,57
04/30/2022,Queens,7,All Case Types,104,188
04/30/2022,Queens,8,All Case Types,111,166
04/30/2022,Queens,9,All Case Types,138,252
04/30/2022,Queens,10,All Case Types,99,172
04/30/2022,Queens,11,All Case Types,16,25
04/30/2022,Queens,12,All Case Types,644,1145
04/30/2022,Queens,13,All Case Types,270,418
04/30/2022,Queens,14,All Case Types,349,653
04/30/2022,Queens,Unknown CD,All Case Types,864,1469
04/30/2022,Staten Island,1,All Case Types,272,500
04/30/2022,Staten Island,2,All Case Types,43,75
04/30/2022,Staten Island,3,All Case Types,24,39
04/30/2022,Staten Island,Unknown CD,All Case Types,70,116
06/30/2022,Bronx,1,All Case Types,692,1455
06/30/2022,Bronx,2,All Case Types,370,786
06/30/2022,Bronx,3,All Case Types,644,1440
06/30/2022,Bronx,4,All Case Types,737,1624
06/30/2022,Bronx,5,All Case Types,683,1392
06/30/2022,Bronx,6,All Case Types,596,1229
06/30/2022,Bronx,7,All Case Types,443,875
06/30/2022,Bronx,8,All Case Types,141,261
06/30/2022,Bronx,9,All Case Types,618,1281
06/30/2022,Bronx,10,All Case Types,178,341
06/30/2022,Bronx,11,All Case Types,284,546
06/30/2022,Bronx,12,All Case Types,626,1251
06/30/2022,Bronx,Unknown CD,All Case Types,1639,2843
06/30/2022,Brooklyn,1,All Case Types,196,331
06/30/2022,Brooklyn,2,All Case Types,192,322
06/30/2022,Brooklyn,3,All Case Types,659,1145
06/30/2022,Brooklyn,4,All Case Types,264,473
06/30/2022,Brooklyn,5,All Case Types,828,1519
06/30/2022,Brooklyn,6,All Case Types,134,291
06/30/2022,Brooklyn,7,All Case Types,93,208
06/30/2022,Brooklyn,8,All Case Types,340,587
06/30/2022,Brooklyn,9,All Case Types,305,501
06/30/2022,Brooklyn,10,All Case Types,54,89
06/30/2022,Brooklyn,11,All Case Types,67,140
06/30/2022,Brooklyn,12,All Case Types,67,99
06/30/2022,Brooklyn,13,All Case Types,212,428
06/30/2022,Brooklyn,14,All Case Types,226,388
06/30/2022,Brooklyn,15,All Case Types,68,127
06/30/2022,Brooklyn,16,All Case Types,597,1150
06/30/2022,Brooklyn,17,All Case Types,530,938
06/30/2022,Brooklyn,18,All Case Types,326,574
06/30/2022,Brooklyn,Unknown CD,All Case Types,1351,2098
06/30/2022,Manhattan,1,All Case Types,291,655
06/30/2022,Manhattan,2,All Case Types,23,26
06/30/2022,Manhattan,3,All Case Types,272,468
06/30/2022,Manhattan,4,All Case Types,210,251
06/30/2022,Manhattan,5,All Case Types,91,129
06/30/2022,Manhattan,6,All Case Types,83,94
06/30/2022,Manhattan,7,All Case Types,189,304
06/30/2022,Manhattan,8,All Case Types,37,56
06/30/2022,Manhattan,9,All Case Types,264,432
06/30/2022,Manhattan,10,All Case Types,548,962
06/30/2022,Manhattan,11,All Case Types,577,950
06/30/2022,Manhattan,12,All Case Types,323,561
06/30/2022,Manhattan,Unknown CD,All Case Types,3067,3567
06/30/2022,Queens,1,All Case Types,368,506
06/30/2022,Queens,2,All Case Types,152,211
06/30/2022,Queens,3,All Case Types,135,276
06/30/2022,Queens,4,All Case Types,106,192
06/30/2022,Queens,5,All Case Types,123,215
06/30/2022,Queens,6,All Case Types,26,55
06/30/2022,Queens,7,All Case Types,102,192
06/30/2022,Queens,8,All Case Types,103,153
06/30/2022,Queens,9,All Case Types,131,242
06/30/2022,Queens,10,All Case Types,93,159
06/30/2022,Queens,11,All Case Types,11,19
06/30/2022,Queens,12,All Case Types,687,1216
06/30/2022,Queens,13,All Case Types,266,420
06/30/2022,Queens,14,All Case Types,332,642
06/30/2022,Queens,Unknown CD,All Case Types,832,1445
06/30/2022,Staten Island,1,All Case Types,286,530
06/30/2022,Staten Island,2,All Case Types,47,70
06/30/2022,Staten Island,3,All Case Types,18,30
06/30/2022,Staten Island,Unknown CD,All Case Types,69,110
05/31/2022,Bronx,1,All Case Types,692,1478
05/31/2022,Bronx,2,All Case Types,375,772
05/31/2022,Bronx,3,All Case Types,649,1443
05/31/2022,Bronx,4,All Case Types,733,1600
05/31/2022,Bronx,5,All Case Types,659,1300
05/31/2022,Bronx,6,All Case Types,574,1179
05/31/2022,Bronx,7,All Case Types,449,875
05/31/2022,Bronx,8,All Case Types,140,262
05/31/2022,Bronx,9,All Case Types,617,1262
05/31/2022,Bronx,10,All Case Types,173,326
05/31/2022,Bronx,11,All Case Types,274,530
05/31/2022,Bronx,12,All Case Types,633,1264
05/31/2022,Bronx,Unknown CD,All Case Types,1663,2814
05/31/2022,Brooklyn,1,All Case Types,192,326
05/31/2022,Brooklyn,2,All Case Types,187,312
05/31/2022,Brooklyn,3,All Case Types,661,1121
05/31/2022,Brooklyn,4,All Case Types,271,478
05/31/2022,Brooklyn,5,All Case Types,824,1527
05/31/2022,Brooklyn,6,All Case Types,136,301
05/31/2022,Brooklyn,7,All Case Types,90,192
05/31/2022,Brooklyn,8,All Case Types,357,607
05/31/2022,Brooklyn,9,All Case Types,283,454
05/31/2022,Brooklyn,10,All Case Types,53,87
05/31/2022,Brooklyn,11,All Case Types,70,143
05/31/2022,Brooklyn,12,All Case Types,65,95
05/31/2022,Brooklyn,13,All Case Types,201,390
05/31/2022,Brooklyn,14,All Case Types,232,395
05/31/2022,Brooklyn,15,All Case Types,68,125
05/31/2022,Brooklyn,16,All Case Types,577,1076
05/31/2022,Brooklyn,17,All Case Types,529,932
05/31/2022,Brooklyn,18,All Case Types,304,543
05/31/2022,Brooklyn,Unknown CD,All Case Types,1378,2118
05/31/2022,Manhattan,1,All Case Types,281,630
05/31/2022,Manhattan,2,All Case Types,21,23
05/31/2022,Manhattan,3,All Case Types,295,487
05/31/2022,Manhattan,4,All Case Types,216,253
05/31/2022,Manhattan,5,All Case Types,93,132
05/31/2022,Manhattan,6,All Case Types,84,91
05/31/2022,Manhattan,7,All Case Types,194,315
05/31/2022,Manhattan,8,All Case Types,37,59
05/31/2022,Manhattan,9,All Case Types,258,412
05/31/2022,Manhattan,10,All Case Types,550,955
05/31/2022,Manhattan,11,All Case Types,586,974
05/31/2022,Manhattan,12,All Case Types,325,557
05/31/2022,Manhattan,Unknown CD,All Case Types,2911,3420
05/31/2022,Queens,1,All Case Types,370,490
05/31/2022,Queens,2,All Case Types,166,228
05/31/2022,Queens,3,All Case Types,126,252
05/31/2022,Queens,4,All Case Types,106,180
05/31/2022,Queens,5,All Case Types,126,221
05/31/2022,Queens,6,All Case Types,30,59
05/31/2022,Queens,7,All Case Types,104,195
05/31/2022,Queens,8,All Case Types,113,165
05/31/2022,Queens,9,All Case Types,134,244
05/31/2022,Queens,10,All Case Types,93,162
05/31/2022,Queens,11,All Case Types,12,20
05/31/2022,Queens,12,All Case Types,652,1158
05/31/2022,Queens,13,All Case Types,261,396
05/31/2022,Queens,14,All Case Types,341,642
05/31/2022,Queens,Unknown CD,All Case Types,848,1437
05/31/2022,Staten Island,1,All Case Types,269,496
05/31/2022,Staten Island,2,All Case Types,48,80
05/31/2022,Staten Island,3,All Case Types,23,37
05/31/2022,Staten Island,Unknown CD,All Case Types,69,111
07/31/2022,Bronx,1,All Case Types,642,1359
07/31/2022,Bronx,2,All Case Types,339,706
07/31/2022,Bronx,3,All Case Types,597,1322
07/31/2022,Bronx,4,All Case Types,667,1475
07/31/2022,Bronx,5,All Case Types,632,1266
07/31/2022,Bronx,6,All Case Types,539,1089
07/31/2022,Bronx,7,All Case Types,426,834
07/31/2022,Bronx,8,All Case Types,127,237
07/31/2022,Bronx,9,All Case Types,582,1219
07/31/2022,Bronx,10,All Case Types,166,318
07/31/2022,Bronx,11,All Case Types,265,504
07/31/2022,Bronx,12,All Case Types,559,1129
07/31/2022,Bronx,Unknown CD,All Case Types,2199,4306
07/31/2022,Brooklyn,1,All Case Types,174,286
07/31/2022,Brooklyn,2,All Case Types,178,295
07/31/2022,Brooklyn,3,All Case Types,614,1049
07/31/2022,Brooklyn,4,All Case Types,254,446
07/31/2022,Brooklyn,5,All Case Types,781,1431
07/31/2022,Brooklyn,6,All Case Types,128,288
07/31/2022,Brooklyn,7,All Case Types,88,200
07/31/2022,Brooklyn,8,All Case Types,328,541
07/31/2022,Brooklyn,9,All Case Types,274,461
07/31/2022,Brooklyn,10,All Case Types,47,78
07/31/2022,Brooklyn,11,All Case Types,64,135
07/31/2022,Brooklyn,12,All Case Types,62,96
07/31/2022,Brooklyn,13,All Case Types,190,381
07/31/2022,Brooklyn,14,All Case Types,223,383
07/31/2022,Brooklyn,15,All Case Types,67,127
07/31/2022,Brooklyn,16,All Case Types,571,1080
07/31/2022,Brooklyn,17,All Case Types,504,883
07/31/2022,Brooklyn,18,All Case Types,306,532
07/31/2022,Brooklyn,Unknown CD,All Case Types,1676,2843
07/31/2022,Manhattan,1,All Case Types,294,683
07/31/2022,Manhattan,2,All Case Types,26,28
07/31/2022,Manhattan,3,All Case Types,259,437
07/31/2022,Manhattan,4,All Case Types,202,232
07/31/2022,Manhattan,5,All Case Types,85,119
07/31/2022,Manhattan,6,All Case Types,78,92
07/31/2022,Manhattan,7,All Case Types,178,282
07/31/2022,Manhattan,8,All Case Types,36,56
07/31/2022,Manhattan,9,All Case Types,247,399
07/31/2022,Manhattan,10,All Case Types,513,877
07/31/2022,Manhattan,11,All Case Types,545,891
07/31/2022,Manhattan,12,All Case Types,296,501
07/31/2022,Manhattan,Unknown CD,All Case Types,3480,4346
07/31/2022,Queens,1,All Case Types,353,470
07/31/2022,Queens,2,All Case Types,154,213
07/31/2022,Queens,3,All Case Types,130,270
07/31/2022,Queens,4,All Case Types,97,171
07/31/2022,Queens,5,All Case Types,111,192
07/31/2022,Queens,6,All Case Types,24,50
07/31/2022,Queens,7,All Case Types,92,167
07/31/2022,Queens,8,All Case Types,109,158
07/31/2022,Queens,9,All Case Types,123,227
07/31/2022,Queens,10,All Case Types,92,154
07/31/2022,Queens,11,All Case Types,8,16
07/31/2022,Queens,12,All Case Types,624,1102
07/31/2022,Queens,13,All Case Types,239,366
07/31/2022,Queens,14,All Case Types,316,593
07/31/2022,Queens,Unknown CD,All Case Types,963,1799
07/31/2022,Staten Island,1,All Case Types,240,434
07/31/2022,Staten Island,2,All Case Types,38,58
07/31/2022,Staten Island,3,All Case Types,18,30
07/31/2022,Staten Island,Unknown CD,All Case Types,87,154
08/31/2022,Bronx,1,All Case Types,631,1337
08/31/2022,Bronx,2,All Case Types,345,708
08/31/2022,Bronx,3,All Case Types,575,1281
08/31/2022,Bronx,4,All Case Types,654,1423
08/31/2022,Bronx,5,All Case Types,615,1206
08/31/2022,Bronx,6,All Case Types,509,1047
08/31/2022,Bronx,7,All Case Types,401,797
08/31/2022,Bronx,8,All Case Types,128,234
08/31/2022,Bronx,9,All Case Types,559,1182
08/31/2022,Bronx,10,All Case Types,162,305
08/31/2022,Bronx,11,All Case Types,254,505
08/31/2022,Bronx,12,All Case Types,532,1057
08/31/2022,Bronx,Unknown CD,All Case Types,2596,5092
08/31/2022,Brooklyn,1,All Case Types,169,294
08/31/2022,Brooklyn,2,All Case Types,176,292
08/31/2022,Brooklyn,3,All Case Types,601,1025
08/31/2022,Brooklyn,4,All Case Types,238,426
08/31/2022,Brooklyn,5,All Case Types,750,1365
08/31/2022,Brooklyn,6,All Case Types,127,274
08/31/2022,Brooklyn,7,All Case Types,81,189
08/31/2022,Brooklyn,8,All Case Types,317,516
08/31/2022,Brooklyn,9,All Case Types,278,458
08/31/2022,Brooklyn,10,All Case Types,47,82
08/31/2022,Brooklyn,11,All Case Types,63,136
08/31/2022,Brooklyn,12,All Case Types,55,83
08/31/2022,Brooklyn,13,All Case Types,183,358
08/31/2022,Brooklyn,14,All Case Types,207,351
08/31/2022,Brooklyn,15,All Case Types,63,116
08/31/2022,Brooklyn,16,All Case Types,543,1028
08/31/2022,Brooklyn,17,All Case Types,497,872
08/31/2022,Brooklyn,18,All Case Types,299,512
08/31/2022,Brooklyn,Unknown CD,All Case Types,1948,3335
08/31/2022,Manhattan,1,All Case Types,273,630
08/31/2022,Manhattan,2,All Case Types,28,32
08/31/2022,Manhattan,3,All Case Types,241,400
08/31/2022,Manhattan,4,All Case Types,208,241
08/31/2022,Manhattan,5,All Case Types,81,112
08/31/2022,Manhattan,6,All Case Types,82,106
08/31/2022,Manhattan,7,All Case Types,164,267
08/31/2022,Manhattan,8,All Case Types,36,54
08/31/2022,Manhattan,9,All Case Types,227,367
08/31/2022,Manhattan,10,All Case Types,499,850
08/31/2022,Manhattan,11,All Case Types,512,824
08/31/2022,Manhattan,12,All Case Types,290,501
08/31/2022,Manhattan,Unknown CD,All Case Types,4072,5131
08/31/2022,Queens,1,All Case Types,329,449
08/31/2022,Queens,2,All Case Types,156,213
08/31/2022,Queens,3,All Case Types,125,258
08/31/2022,Queens,4,All Case Types,91,157
08/31/2022,Queens,5,All Case Types,104,180
08/31/2022,Queens,6,All Case Types,22,42
08/31/2022,Queens,7,All Case Types,79,132
08/31/2022,Queens,8,All Case Types,103,148
08/31/2022,Queens,9,All Case Types,115,211
08/31/2022,Queens,10,All Case Types,86,142
08/31/2022,Queens,11,All Case Types,8,17
08/31/2022,Queens,12,All Case Types,594,1030
08/31/2022,Queens,13,All Case Types,232,350
08/31/2022,Queens,14,All Case Types,309,573
08/31/2022,Queens,Unknown CD,All Case Types,1208,2370
08/31/2022,Staten Island,1,All Case Types,257,467
08/31/2022,Staten Island,2,All Case Types,39,64
08/31/2022,Staten Island,3,All Case Types,19,31
08/31/2022,Staten Island,Unknown CD,All Case Types,107,199
09/30/2022,Bronx,1,All Case Types,609,1322
09/30/2022,Bronx,2,All Case Types,334,688
09/30/2022,Bronx,3,All Case Types,558,1242
09/30/2022,Bronx,4,All Case Types,624,1354
09/30/2022,Bronx,5,All Case Types,563,1117
09/30/2022,Bronx,6,All Case Types,494,1015
09/30/2022,Bronx,7,All Case Types,389,764
09/30/2022,Bronx,8,All Case Types,122,224
09/30/2022,Bronx,9,All Case Types,551,1173
09/30/2022,Bronx,10,All Case Types,151,295
09/30/2022,Bronx,11,All Case Types,246,486
09/30/2022,Bronx,12,All Case Types,523,1035
09/30/2022,Bronx,Unknown CD,All Case Types,3018,6150
09/30/2022,Brooklyn,1,All Case Types,167,291
09/30/2022,Brooklyn,2,All Case Types,169,277
09/30/2022,Brooklyn,3,All Case Types,581,997
09/30/2022,Brooklyn,4,All Case Types,223,401
09/30/2022,Brooklyn,5,All Case Types,732,1348
09/30/2022,Brooklyn,6,All Case Types,119,269
09/30/2022,Brooklyn,7,All Case Types,78,182
09/30/2022,Brooklyn,8,All Case Types,308,514
09/30/2022,Brooklyn,9,All Case Types,270,456
09/30/2022,Brooklyn,10,All Case Types,43,79
09/30/2022,Brooklyn,11,All Case Types,61,129
09/30/2022,Brooklyn,12,All Case Types,53,81
09/30/2022,Brooklyn,13,All Case Types,182,356
09/30/2022,Brooklyn,14,All Case Types,197,334
09/30/2022,Brooklyn,15,All Case Types,57,102
09/30/2022,Brooklyn,16,All Case Types,524,1038
09/30/2022,Brooklyn,17,All Case Types,468,822
09/30/2022,Brooklyn,18,All Case Types,293,515
09/30/2022,Brooklyn,Unknown CD,All Case Types,2565,4180
09/30/2022,Manhattan,1,All Case Types,261,604
09/30/2022,Manhattan,2,All Case Types,24,28
