Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2010,20490,Paul J. Cooper Ctr for Human Services,51885,Paul J. Cooper Center OP R,Kings,303,510 Gates Ave,Brooklyn,11216,Outpatient,Outpatient Rehabilitation,Closed,79
2015,20490,Paul J. Cooper Ctr for Human Services,51885,Paul J. Cooper Center OP R,Kings,303,510 Gates Ave,Brooklyn,11216,Outpatient,Outpatient Rehabilitation,Closed,51
2010,20860,YMCA of Greater New York,7209,Staten Island YMCA Cnsling Service OP,Richmond,503,3911 Richmond Ave,Staten Island,10312,Outpatient,Outpatient Clinic,Operational,147
2015,20860,YMCA of Greater New York,7209,Staten Island YMCA Cnsling Service OP,Richmond,503,3911 Richmond Ave,Staten Island,10312,Outpatient,Outpatient Clinic,Operational,169
2019,20860,YMCA of Greater New York,7209,Staten Island YMCA Cnsling Service OP,Richmond,503,3911 Richmond Ave,Staten Island,10312,Outpatient,Outpatient Clinic,Operational,167
2010,20860,YMCA of Greater New York,52144,YMCA of Greater NY,Kings,306,357 9th Street,Brooklyn,11215,Outpatient,Outpatient Clinic,Closed,8
2015,20860,YMCA of Greater New York,52604,Staten Island YMCA Cnsling Srvce OP 1,Richmond,501,285 Vanderbilt Ave,Staten Island,10304,Outpatient,Outpatient Clinic,Operational,58
2019,20860,YMCA of Greater New York,52604,Staten Island YMCA Cnsling Srvce OP 1,Richmond,501,285 Vanderbilt Ave,Staten Island,10304,Outpatient,Outpatient Clinic,Operational,53
2010,22250,New York Foundling Hospital,6070,Pathway Center for Family Treatment OP,New York,110,2090 Adam Clayton Powell Jr Blvd,New York,10027,Outpatient,Outpatient Clinic,Closed,32
2015,22250,New York Foundling Hospital,6070,Pathway Center for Family Treatment OP,New York,110,2090 Adam Clayton Powell Jr Blvd,New York,10027,Outpatient,Outpatient Clinic,Closed,12
2010,22300,"St. Vincent's Services, Inc.",7310,"St. Vincent's Services, Inc. OP",Kings,302,66 Boerum Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,81
2015,22300,"St. Vincent's Services, Inc.",7310,"St. Vincent's Services, Inc. OP",Kings,302,66 Boerum Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,38
2019,22300,"St. Vincent's Services, Inc.",7310,"St. Vincent's Services, Inc. OP",Kings,302,66 Boerum Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,20
2010,22300,"St. Vincent's Services, Inc.",7311,"St. Vincent's Services, Inc. OP 1",Richmond,501,56 Bay St,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,39
2015,22300,"St. Vincent's Services, Inc.",7311,"St. Vincent's Services, Inc. OP 1",Richmond,501,56 Bay St,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,22
2010,22300,"St. Vincent's Services, Inc.",7312,"St. Vincent's Services, Inc. OP 2",Queens,412,89‐31 161st St,Jamaica,11432,Outpatient,Outpatient Clinic,Closed,76
2015,22300,"St. Vincent's Services, Inc.",7312,"St. Vincent's Services, Inc. OP 2",Queens,412,89‐31 161st St,Jamaica,11432,Outpatient,Outpatient Clinic,Closed,24
2010,22730,Urban Resources Institute,50998,Marguerite T Saunders Urban Ctr OP,Kings,305,2639 Atlantic Avenue,Brooklyn,11207,Outpatient,Outpatient Clinic,Closed,44
2015,22730,Urban Resources Institute,50998,Marguerite T Saunders Urban Ctr OP,Kings,305,2639 Atlantic Avenue,Brooklyn,11207,Outpatient,Outpatient Clinic,Closed,60
2010,23720,"Lower East Side Service Center, Inc.",311,Lower East Side Srvce Center Inc.MTA‐R,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,MAOT‐A‐Residential,Operational,91
2015,23720,"Lower East Side Service Center, Inc.",311,Lower East Side Srvce Center Inc.MTA‐R,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,MAOT‐A‐Residential,Operational,95
2019,23720,"Lower East Side Service Center, Inc.",311,Lower East Side Srvce Center Inc.MTA‐R,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,MAOT‐A‐Residential,Operational,73
2010,23720,"Lower East Side Service Center, Inc.",644,"Lower East Side Service Ctr, Inc. OTP",New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,463
2015,23720,"Lower East Side Service Center, Inc.",644,"Lower East Side Service Ctr, Inc. OTP",New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,453
2019,23720,"Lower East Side Service Center, Inc.",644,"Lower East Side Service Ctr, Inc. OTP",New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,401
2010,23720,"Lower East Side Service Center, Inc.",646,Clinic III OTP,New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,336
2015,23720,"Lower East Side Service Center, Inc.",646,Clinic III OTP,New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,295
2019,23720,"Lower East Side Service Center, Inc.",646,Clinic III OTP,New York,103,46 E Broadway,New York,10002,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,267
2010,23720,"Lower East Side Service Center, Inc.",3096,Lower East Side Service Cntr Inc. M‐IR,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,38
2015,23720,"Lower East Side Service Center, Inc.",3096,Lower East Side Service Cntr Inc. M‐IR,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,37
2019,23720,"Lower East Side Service Center, Inc.",3096,Lower East Side Service Cntr Inc. M‐IR,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,39
2010,23720,"Lower East Side Service Center, Inc.",7294,"Lower East Side Service Center, Inc OP",New York,103,46 E Broadway,New York,10002,Outpatient,Outpatient Clinic,Operational,126
2015,23720,"Lower East Side Service Center, Inc.",7294,"Lower East Side Service Center, Inc OP",New York,103,46 E Broadway,New York,10002,Outpatient,Outpatient Clinic,Operational,103
2019,23720,"Lower East Side Service Center, Inc.",7294,"Lower East Side Service Center, Inc OP",New York,103,46 E Broadway,New York,10002,Outpatient,Outpatient Clinic,Operational,97
2010,23720,"Lower East Side Service Center, Inc.",52063,Lower East Side Service Cntr Inc M‐IR1,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,8
2015,23720,"Lower East Side Service Center, Inc.",52063,Lower East Side Service Cntr Inc M‐IR1,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,7
2019,23720,"Lower East Side Service Center, Inc.",52063,Lower East Side Service Cntr Inc M‐IR1,New York,103,7 Gouverneur Slip E,New York,10002,Opioid Treatment Program,Intensive Residential,Operational,5
2010,24570,Canarsie A.W.A.R.E. Inc,1269,Canarsie AWARE OP,Kings,318,1285 Rockaway Avenue,Brooklyn,11236,Outpatient,Outpatient Clinic,Closed,244
2015,24570,Canarsie A.W.A.R.E. Inc,1269,Canarsie AWARE OP,Kings,318,1285 Rockaway Avenue,Brooklyn,11236,Outpatient,Outpatient Clinic,Closed,154
2010,26360,Interline Employee Assistance Program,51698,Interline EAP Program OP,Queens,408,148‐41A Hillside Ave,Jamaica,11435,Outpatient,Outpatient Clinic,Closed,262
2015,26360,Interline Employee Assistance Program,51698,Interline EAP Program OP,Queens,408,148‐41A Hillside Ave,Jamaica,11435,Outpatient,Outpatient Clinic,Closed,308
2010,27270,"Realization Center, Inc.",7073,"Realization Center Clinic, Inc. OP",New York,105,19 Union Sq W,New York,10003,Outpatient,Outpatient Clinic,Operational,334
2015,27270,"Realization Center, Inc.",7073,"Realization Center Clinic, Inc. OP",New York,105,19 Union Sq W,New York,10003,Outpatient,Outpatient Clinic,Operational,293
2019,27270,"Realization Center, Inc.",7073,"Realization Center Clinic, Inc. OP",New York,105,19 Union Sq W,New York,10003,Outpatient,Outpatient Clinic,Operational,325
2010,27270,"Realization Center, Inc.",7393,"Realization Center, Inc. OP 1",Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,354
2015,27270,"Realization Center, Inc.",7393,"Realization Center, Inc. OP 1",Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,318
2019,27270,"Realization Center, Inc.",7393,"Realization Center, Inc. OP 1",Kings,302,175 Remsen St,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,283
2010,27480,Brooklyn Hospital Center,8033,Brooklyn Hospital Center MMD,Kings,302,121 DeKalb Avenue,Brooklyn,11201,Crisis,Medical Managed Detoxification,Operational,8
2015,27480,Brooklyn Hospital Center,8033,Brooklyn Hospital Center MMD,Kings,302,121 DeKalb Avenue,Brooklyn,11201,Crisis,Medical Managed Detoxification,Operational,5
2019,27480,Brooklyn Hospital Center,8033,Brooklyn Hospital Center MMD,Kings,302,121 DeKalb Avenue,Brooklyn,11201,Crisis,Medical Managed Detoxification,Operational,4
2010,27660,"New Spirit II, Inc.",50823,New Spirit II OP,Queens,412,107‐33 Sutphin Blvd,Jamaica,11435,Outpatient,Outpatient Clinic,Closed,91
2015,27660,"New Spirit II, Inc.",50823,New Spirit II OP,Queens,412,107‐33 Sutphin Blvd,Jamaica,11435,Outpatient,Outpatient Clinic,Closed,52
2010,28130,Albert Einstein College of Medicine,209,EinsteinWaters Place WellnessCntr OTP,Bronx,211,1510 Waters Pl ‐ Trlr #1,Bronx,10461,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,"1,000"
2015,28130,Albert Einstein College of Medicine,209,EinsteinWaters Place WellnessCntr OTP,Bronx,211,1510 Waters Pl ‐ Trlr #1,Bronx,10461,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,"1,014"
2010,28130,Albert Einstein College of Medicine,214,Einstein‐Port Morris Wellness Cntr OTP,Bronx,201,804 E 138th St,Bronx,10454,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,971
2015,28130,Albert Einstein College of Medicine,214,Einstein‐Port Morris Wellness Cntr OTP,Bronx,201,804 E 138th St,Bronx,10454,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,"1,142"
2010,28130,Albert Einstein College of Medicine,215,Einstein College ‐ MMTP Clinic/OPD #II,Bronx,204,260 E 161st  Street,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,2
2010,28130,Albert Einstein College of Medicine,217,Einstein College/Medicine‐ MMTP Clinic,Bronx,211,1510 Waters Pl,Bronx,10461,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,255
2010,28130,Albert Einstein College of Medicine,4167,Next Steps South OP,Bronx,204,260 E 161st St,Bronx,10451,Outpatient,Outpatient Clinic,Closed,111
2015,28130,Albert Einstein College of Medicine,4167,Next Steps South OP,Bronx,204,260 E 161st St,Bronx,10451,Outpatient,Outpatient Clinic,Closed,102
2010,28130,Albert Einstein College of Medicine,6703,Einstein ‐ Melrose Wellness Center OTP,Bronx,204,260 East 161st St (Track Level),Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,841
2015,28130,Albert Einstein College of Medicine,6703,Einstein ‐ Melrose Wellness Center OTP,Bronx,204,260 East 161st St (Track Level),Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,844
2010,28130,Albert Einstein College of Medicine,7242,Einstein OTP‐MM,Bronx,211,1300 Morris Park Ave,Bronx,10461,Opioid Treatment Program,Medical Maintenance,Closed,122
2015,28130,Albert Einstein College of Medicine,7242,Einstein OTP‐MM,Bronx,211,1300 Morris Park Ave,Bronx,10461,Opioid Treatment Program,Medical Maintenance,Closed,119
2010,28130,Albert Einstein College of Medicine,50211,Next Steps North OP,Bronx,211,1510 Waters Pl,Bronx,10461,Outpatient,Outpatient Clinic,Closed,132
2015,28130,Albert Einstein College of Medicine,50211,Next Steps North OP,Bronx,211,1510 Waters Pl,Bronx,10461,Outpatient,Outpatient Clinic,Closed,83
2010,28130,Albert Einstein College of Medicine,52541,Next Steps East,Bronx,201,804 E 138th St,Bronx,10454,Outpatient,Outpatient Clinic,Closed,48
2010,28880,New York City Department of Police,52068,NYC Department of Police OP,Kings,302,25 Elm Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,63
2015,28880,New York City Department of Police,52068,NYC Department of Police OP,Kings,302,25 Elm Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,41
2019,28880,New York City Department of Police,52068,NYC Department of Police OP,Kings,302,25 Elm Pl,Brooklyn,11201,Outpatient,Outpatient Clinic,Operational,25
2010,29070,"Success Counseling Services, Inc.",51788,Success Counseling Services OP,Bronx,204,1015‐1017 Ogden Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,120
2015,29070,"Success Counseling Services, Inc.",51788,Success Counseling Services OP,Bronx,204,1015‐1017 Ogden Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,124
2019,29070,"Success Counseling Services, Inc.",51788,Success Counseling Services OP,Bronx,204,1015‐1017 Ogden Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,158
2010,29520,"West Midtown Management Group, Inc.",1482,West Midtown Management Group OTP,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,397
2015,29520,"West Midtown Management Group, Inc.",1482,West Midtown Management Group OTP,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,410
2019,29520,"West Midtown Management Group, Inc.",1482,West Midtown Management Group OTP,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,419
2010,29520,"West Midtown Management Group, Inc.",1483,West Midtown Management Group OTP 1,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,406
2015,29520,"West Midtown Management Group, Inc.",1483,West Midtown Management Group OTP 1,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,410
2019,29520,"West Midtown Management Group, Inc.",1483,West Midtown Management Group OTP 1,New York,104,311 W 35th St,New York,10001,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,412
2010,29520,"West Midtown Management Group, Inc.",51843,West Midtown Management Group OP 1,New York,104,505 8th Ave,New York,10018,Outpatient,Outpatient Clinic,Operational,62
2015,29520,"West Midtown Management Group, Inc.",51843,West Midtown Management Group OP 1,New York,104,505 8th Ave,New York,10018,Outpatient,Outpatient Clinic,Operational,63
2019,29520,"West Midtown Management Group, Inc.",51843,West Midtown Management Group OP 1,New York,104,505 8th Ave,New York,10018,Outpatient,Outpatient Clinic,Operational,53
2010,30520,NRI Group L.L.C.,4490,NRI Group L.L.C. OP,New York,104,301 West 37th Street,New York,10019,Outpatient,Outpatient Clinic,Closed,73
2015,30520,NRI Group L.L.C.,4490,NRI Group L.L.C. OP,New York,104,301 West 37th Street,New York,10019,Outpatient,Outpatient Clinic,Closed,155
2010,30520,NRI Group L.L.C.,7250,NRI Group L.L.C. ‐ CD OP,New York,104,339 West 51st Street ‐ Basement,New York,10019,Outpatient,Outpatient Clinic,Closed,145
2010,30520,NRI Group L.L.C.,7332,NRI Group L.L.C. OP 1,Bronx,203,1385 Fulton Avenue,Bronx,10456,Outpatient,Outpatient Clinic,Closed,56
2015,30520,NRI Group L.L.C.,7332,NRI Group L.L.C. OP 1,Bronx,203,1385 Fulton Avenue,Bronx,10456,Outpatient,Outpatient Clinic,Closed,51
2010,31030,"Greenhope Services for Women, Inc.",1809,"Greenhope Services for Women, Inc. IR",New York,111,435‐439 E 119th St,New York,10035,Residential,Intensive Residential,Closed,37
2015,31030,"Greenhope Services for Women, Inc.",1809,"Greenhope Services for Women, Inc. IR",New York,111,435‐439 E 119th St,New York,10035,Residential,Intensive Residential,Closed,56
2010,31030,"Greenhope Services for Women, Inc.",6072,"Greenhope Services for Women, Inc. OP",New York,111,435‐439 E 119th St,New York,10035,Outpatient,Outpatient Clinic,Closed,29
2015,31030,"Greenhope Services for Women, Inc.",6072,"Greenhope Services for Women, Inc. OP",New York,111,435‐439 E 119th St,New York,10035,Outpatient,Outpatient Clinic,Closed,31
2019,31030,"Greenhope Services for Women, Inc.",53120,"Greenhope Services for Women, Inc. IR1",New York,111,435‐439 E 119th St,New York,10035,Residential,Intensive Residential,Closed,61
2019,31030,"Greenhope Services for Women, Inc.",53121,"Greenhope Services for Women, Inc. OP1",New York,111,435‐439 E 119th St,New York,10035,Outpatient,Outpatient Clinic,Closed,23
2019,31030,"Greenhope Services for Women, Inc.",53353,"Greenhope Services for Women, Inc. SRR",New York,111,435‐439 E 119th St,New York,10035,Residential,820 Stabil Rehab Reintegration,Operational,58
2010,31130,Central Harlem Sobering Up Station,50133,Cnt'l Harlem Sober Up‐ Med. Mont. With,New York,109,419 West 126th Street,New York,10027,Crisis,Medically Monitored Withdrawal,Closed,37
2010,31180,Dr. Martin Luther King Jr. Health Ctr.,50033,Dr. ML King‐Bronx Leb  CD OP Rehab,Bronx,205,321 East Tremont Avenue,Bronx,10457,Outpatient,Outpatient Rehabilitation,Closed,91
2010,31180,Dr. Martin Luther King Jr. Health Ctr.,51801,Dr. ML King Bronx Lebanon Hosp ‐ CD OP,Bronx,205,321 East Tremont Avenue,Bronx,10457,Outpatient,Outpatient Clinic,Closed,99
2010,31330,Amethyst House Inc.,51041,Amethyst House CR,Richmond,501,280 Richmond Ter,Staten Island,10301,Residential,Community Residential,Operational,20
2015,31330,Amethyst House Inc.,51041,Amethyst House CR,Richmond,501,280 Richmond Ter,Staten Island,10301,Residential,Community Residential,Operational,19
2019,31330,Amethyst House Inc.,51041,Amethyst House CR,Richmond,501,280 Richmond Ter,Staten Island,10301,Residential,Community Residential,Operational,16
2010,31340,Queens Village Committee for MH/J‐CAP,1256,Queens Village Committee  MH/J‐CAP IR,Queens,412,116‐30 Sutphin Blvd,Jamaica,11434,Residential,Intensive Residential,Operational,152
2015,31340,Queens Village Committee for MH/J‐CAP,1256,Queens Village Committee  MH/J‐CAP IR,Queens,412,116‐30 Sutphin Blvd,Jamaica,11434,Residential,Intensive Residential,Operational,176
2019,31340,Queens Village Committee for MH/J‐CAP,1256,Queens Village Committee  MH/J‐CAP IR,Queens,412,116‐30 Sutphin Blvd,Jamaica,11434,Residential,Intensive Residential,Operational,113
2010,31340,Queens Village Committee for MH/J‐CAP,3799,Queens Village/J‐CAP ‐ CD Int Res,Queens,412,177‐33 Baisley Boulevard,St Albans,11434,Residential,Intensive Residential,Closed,87
